transaction_id,meal_type,sales_amount,cost_of_goods_sold,customer_age,customer_gender,customer_income_bracket,profit,profit_margin_pct
358,Hot Pot,66.22,26.92,34,Non-Binary,Middle,39.3,59.35
359,Noodles,9.81,6.32,24,Female,Middle,3.49,35.58
360,Sweet & Sour Pork,69.91,15.3,46,Female,Middle,54.61,78.11
361,Fried Rice,14.45,7.71,30,Non-Binary,Middle,6.739999999999999,46.64
362,Hot Pot,35.51,17.02,57,Non-Binary,High,18.49,52.07
363,Kung Pao Chicken,38.12,15.16,53,Male,Low,22.959999999999997,60.23
364,Hot Pot,53.96,10.8,34,Female,Middle,43.16,79.99
365,Kung Pao Chicken,64.7,4.75,61,Non-Binary,Low,59.95,92.66
366,Hot Pot,31.9,17.12,21,Male,High,14.779999999999998,46.33
367,Dim Sum,51.76,4.54,39,Female,High,47.22,91.23
368,Noodles,9.54,44.5,64,Male,Middle,-34.96,-366.46
369,Hot Pot,9.51,42.82,26,Non-Binary,High,-33.31,-350.26
370,Kung Pao Chicken,28.82,30.71,61,Male,Middle,-1.8900000000000006,-6.56
371,Hot Pot,31.9,13.59,21,Non-Binary,High,18.31,57.4
372,Spring Rolls,31.9,30.5,68,Non-Binary,Middle,1.3999999999999986,4.39
373,Fried Rice,34.03,33.5,61,Non-Binary,Middle,0.5300000000000011,1.56
374,Hot Pot,46.5,28.74,40,Non-Binary,Middle,17.76,38.19
375,Spring Rolls,21.47,34.44,44,Male,Middle,-12.969999999999999,-60.41
376,Dim Sum,31.56,19.83,41,Female,High,11.73,37.17
377,Kung Pao Chicken,28.56,31.2,26,Male,Low,-2.6400000000000006,-9.24
378,Spring Rolls,69.54,22.83,31,Non-Binary,High,46.71000000000001,67.17
379,Sweet & Sour Pork,18.47,19.91,34,Female,Low,-1.4400000000000013,-7.8
380,Sweet & Sour Pork,11.24,30.83,41,Male,High,-19.589999999999996,-174.29
381,Fried Rice,19.62,10.99,69,Female,Low,8.63,43.99
382,Kung Pao Chicken,52.92,39.06,69,Male,Low,13.86,26.19
383,Noodles,18.46,32.43,28,Non-Binary,Middle,-13.969999999999999,-75.68
384,Fried Rice,44.57,23.37,43,Male,Middle,21.2,47.57
385,Dim Sum,50.05,18.09,18,Non-Binary,High,31.959999999999997,63.86
386,Fried Rice,25.16,11.89,37,Male,Low,13.27,52.74
387,Hot Pot,59.13,43.57,66,Female,Middle,15.560000000000002,26.31
388,Spring Rolls,66.85,21.66,66,Male,Middle,45.19,67.6
389,Fried Rice,23.86,14.77,20,Male,Low,9.09,38.1
390,Spring Rolls,29.28,26.97,47,Female,Middle,2.3100000000000023,7.89
391,Dim Sum,41.88,22.77,62,Female,Middle,19.110000000000003,45.63
392,Fried Rice,28.71,4.94,35,Male,High,23.77,82.79
393,Sweet & Sour Pork,62.21,17.91,37,Non-Binary,Middle,44.3,71.21
394,Noodles,69.32,39.34,64,Female,Middle,29.97999999999999,43.25
395,Spring Rolls,37.32,31.53,24,Male,Middle,5.789999999999999,15.51
396,Kung Pao Chicken,50.71,41.24,41,Non-Binary,Low,9.469999999999999,18.67
397,Hot Pot,11.4,25.25,53,Non-Binary,Low,-13.85,-121.49
398,Sweet & Sour Pork,50.63,27.99,29,Non-Binary,Low,22.640000000000004,44.72
399,Noodles,19.37,20.39,49,Male,Low,-1.0199999999999996,-5.27
400,Sweet & Sour Pork,33.57,36.38,18,Non-Binary,Low,-2.8100000000000023,-8.37
401,Hot Pot,69.92,22.28,23,Female,High,47.64,68.14
402,Hot Pot,20.13,42.4,20,Female,Middle,-22.27,-110.63
403,Hot Pot,58.52,33.25,19,Female,Low,25.270000000000003,43.18
404,Spring Rolls,12.1,15.72,18,Non-Binary,Low,-3.620000000000001,-29.92
405,Dim Sum,60.1,6.42,58,Male,High,53.68,89.32
406,Kung Pao Chicken,13.69,17.12,29,Non-Binary,High,-3.4300000000000015,-25.05
407,Noodles,8.64,25.65,49,Non-Binary,Middle,-17.009999999999998,-196.87
408,Hot Pot,13.81,29.14,27,Female,Middle,-15.33,-111.01
409,Fried Rice,52.58,12.1,59,Non-Binary,High,40.48,76.99
410,Hot Pot,29.95,39.28,30,Non-Binary,Middle,-9.330000000000002,-31.15
411,Spring Rolls,17.63,17.55,36,Male,Low,0.0799999999999983,0.45
412,Hot Pot,54.47,32.61,42,Female,Middle,21.86,40.13
413,Fried Rice,48.84,9.22,51,Non-Binary,Middle,39.620000000000005,81.12
414,Dim Sum,13.67,9.5,53,Female,High,4.17,30.5
415,Sweet & Sour Pork,43.84,17.67,32,Male,Middle,26.17,59.69
416,Kung Pao Chicken,37.13,10.17,29,Female,High,26.96,72.61
417,Noodles,62.67,40.67,21,Female,High,22.0,35.1
418,Noodles,62.08,28.2,21,Male,Low,33.879999999999995,54.57
419,Kung Pao Chicken,34.44,44.53,53,Non-Binary,Low,-10.090000000000003,-29.3
420,Noodles,42.36,32.91,38,Male,Middle,9.450000000000003,22.31
421,Sweet & Sour Pork,32.8,18.13,33,Female,Middle,14.669999999999998,44.73
422,Kung Pao Chicken,21.16,22.61,27,Female,High,-1.4499999999999993,-6.85
423,Kung Pao Chicken,52.3,25.15,41,Non-Binary,Middle,27.15,51.91
424,Fried Rice,50.1,44.9,21,Non-Binary,Low,5.200000000000003,10.38
425,Kung Pao Chicken,13.53,28.5,35,Non-Binary,Low,-14.97,-110.64
426,Kung Pao Chicken,58.46,36.24,30,Female,Middle,22.22,38.01
427,Spring Rolls,64.64,18.51,63,Female,Middle,46.129999999999995,71.36
428,Sweet & Sour Pork,33.49,29.5,60,Female,Middle,3.990000000000002,11.91
429,Spring Rolls,27.69,12.87,62,Female,Middle,14.820000000000002,53.52
430,Dim Sum,21.24,20.48,33,Female,Middle,0.759999999999998,3.58
431,Dim Sum,56.86,12.46,36,Non-Binary,Middle,44.4,78.09
432,Kung Pao Chicken,20.16,19.28,20,Female,Low,0.879999999999999,4.37
433,Sweet & Sour Pork,60.95,19.17,21,Male,High,41.78,68.55
434,Kung Pao Chicken,28.89,18.41,36,Female,Low,10.48,36.28
435,Sweet & Sour Pork,20.35,4.22,22,Female,Middle,16.130000000000003,79.26
436,Noodles,69.79,25.87,67,Non-Binary,High,43.92,62.93
437,Fried Rice,61.16,27.5,38,Non-Binary,Low,33.66,55.04
438,Spring Rolls,29.81,35.92,65,Non-Binary,Low,-6.110000000000003,-20.5
439,Hot Pot,22.16,27.08,59,Female,Middle,-4.919999999999998,-22.2
440,Kung Pao Chicken,50.25,33.92,60,Non-Binary,Low,16.33,32.5
441,Kung Pao Chicken,45.67,38.49,48,Male,Middle,7.18,15.72
442,Sweet & Sour Pork,59.43,10.1,68,Non-Binary,Low,49.33,83.01
443,Spring Rolls,45.93,32.58,66,Non-Binary,Middle,13.350000000000001,29.07
444,Fried Rice,33.26,23.78,61,Female,Middle,9.479999999999997,28.5
445,Dim Sum,34.33,31.86,51,Female,Low,2.469999999999999,7.19
446,Spring Rolls,26.97,20.86,55,Male,High,6.109999999999999,22.65
447,Noodles,21.65,6.11,47,Non-Binary,Middle,15.54,71.78
448,Fried Rice,29.57,19.39,68,Non-Binary,Low,10.18,34.43
449,Noodles,50.65,16.66,62,Non-Binary,Middle,33.989999999999995,67.11
450,Sweet & Sour Pork,69.77,13.52,59,Male,Middle,56.25,80.62
451,Sweet & Sour Pork,62.27,4.26,68,Female,Low,58.010000000000005,93.16
452,Sweet & Sour Pork,20.78,11.31,23,Male,Low,9.47,45.57
453,Fried Rice,56.82,43.51,19,Non-Binary,Low,13.310000000000002,23.42
454,Spring Rolls,15.95,9.82,18,Female,Middle,6.129999999999999,38.43
455,Dim Sum,62.74,19.47,67,Male,Middle,43.27,68.97
456,Noodles,24.65,17.06,35,Male,Middle,7.59,30.79
457,Kung Pao Chicken,38.04,24.06,39,Male,High,13.98,36.75
458,Fried Rice,17.21,23.31,25,Male,High,-6.099999999999998,-35.44
459,Sweet & Sour Pork,39.12,22.69,37,Female,High,16.429999999999996,42.0
460,Noodles,67.45,14.13,50,Non-Binary,High,53.32,79.05
461,Spring Rolls,61.68,3.97,63,Female,Middle,57.71,93.56
462,Dim Sum,32.05,32.04,50,Non-Binary,High,0.00999999999999801,0.03
463,Dim Sum,13.88,13.65,30,Male,Middle,0.23000000000000043,1.66
464,Kung Pao Chicken,45.9,29.44,68,Non-Binary,Low,16.459999999999997,35.86
465,Hot Pot,52.97,5.87,20,Male,Low,47.1,88.92
466,Noodles,64.16,22.34,39,Female,Low,41.81999999999999,65.18
467,Fried Rice,54.91,14.57,49,Non-Binary,Middle,40.339999999999996,73.47
468,Fried Rice,63.2,43.04,19,Non-Binary,Middle,20.160000000000004,31.9
469,Spring Rolls,53.9,36.78,36,Male,Middle,17.119999999999997,31.76
470,Fried Rice,30.91,10.2,50,Non-Binary,High,20.71,67.0
471,Fried Rice,68.48,30.29,43,Female,Middle,38.190000000000005,55.77
472,Sweet & Sour Pork,25.29,9.15,42,Non-Binary,Low,16.14,63.82
473,Fried Rice,37.02,22.38,25,Male,High,14.640000000000004,39.55
474,Sweet & Sour Pork,46.69,11.83,33,Non-Binary,Low,34.86,74.66
475,Hot Pot,45.53,21.67,40,Male,Low,23.86,52.41
476,Spring Rolls,50.46,5.32,26,Male,Middle,45.14,89.46
477,Hot Pot,43.59,7.44,53,Male,Middle,36.150000000000006,82.93
478,Sweet & Sour Pork,15.93,27.91,28,Non-Binary,Middle,-11.98,-75.2
479,Sweet & Sour Pork,58.31,20.73,47,Non-Binary,Middle,37.58,64.45
480,Fried Rice,51.48,25.91,23,Female,High,25.569999999999997,49.67
481,Spring Rolls,16.93,41.95,31,Female,Middle,-25.020000000000003,-147.78
482,Hot Pot,48.58,14.63,48,Non-Binary,Low,33.949999999999996,69.88
483,Dim Sum,22.21,6.18,31,Male,Middle,16.03,72.17
484,Noodles,39.97,19.32,42,Female,High,20.65,51.66
485,Noodles,36.42,16.86,48,Female,Low,19.560000000000002,53.71
486,Noodles,19.26,20.82,18,Male,Low,-1.5599999999999987,-8.1
487,Kung Pao Chicken,33.15,5.6,42,Non-Binary,Middle,27.549999999999997,83.11
488,Fried Rice,26.54,34.34,60,Female,High,-7.800000000000004,-29.39
489,Fried Rice,53.93,9.53,53,Female,High,44.4,82.33
490,Dim Sum,11.3,16.15,65,Male,Middle,-4.849999999999998,-42.92
491,Sweet & Sour Pork,27.74,7.33,66,Male,Middle,20.409999999999997,73.58
492,Dim Sum,9.73,28.97,41,Non-Binary,Middle,-19.24,-197.74
493,Dim Sum,47.47,36.08,47,Non-Binary,Middle,11.39,23.99
494,Fried Rice,64.92,30.2,67,Non-Binary,Middle,34.72,53.48
495,Sweet & Sour Pork,41.22,10.98,44,Female,High,30.24,73.36
496,Dim Sum,65.48,6.21,38,Male,High,59.27,90.52
497,Hot Pot,45.56,8.92,58,Non-Binary,Low,36.64,80.42
498,Dim Sum,59.17,6.49,23,Female,Low,52.68,89.03
499,Kung Pao Chicken,39.28,10.1,24,Male,Low,29.18,74.29
500,Kung Pao Chicken,61.53,36.96,36,Female,Middle,24.57,39.93
501,Fried Rice,14.19,21.91,26,Non-Binary,Middle,-7.720000000000001,-54.4
502,Noodles,38.07,6.18,52,Female,Low,31.89,83.77
503,Dim Sum,25.86,7.61,48,Female,Low,18.25,70.57
504,Kung Pao Chicken,24.13,25.39,26,Female,Middle,-1.2600000000000016,-5.22
505,Sweet & Sour Pork,43.85,44.03,25,Female,Middle,-0.17999999999999972,-0.41
506,Dim Sum,15.36,39.41,22,Male,High,-24.049999999999997,-156.58
507,Dim Sum,64.36,7.7,57,Non-Binary,Middle,56.66,88.04
508,Noodles,28.12,30.65,42,Non-Binary,Middle,-2.5299999999999976,-9.0
509,Kung Pao Chicken,12.59,37.61,68,Female,Low,-25.02,-198.73
510,Spring Rolls,22.45,35.07,31,Non-Binary,Middle,-12.620000000000001,-56.21
511,Noodles,30.48,14.27,28,Female,Middle,16.21,53.18
512,Hot Pot,33.0,44.93,23,Non-Binary,Middle,-11.93,-36.15
513,Dim Sum,8.77,14.52,22,Female,Middle,-5.75,-65.56
514,Sweet & Sour Pork,19.65,43.46,22,Male,Low,-23.810000000000002,-121.17
515,Dim Sum,41.12,19.63,65,Female,Low,21.49,52.26
516,Noodles,24.64,19.6,37,Male,Low,5.039999999999999,20.45
517,Fried Rice,30.08,33.69,31,Male,High,-3.6099999999999994,-12.0
518,Noodles,49.85,31.03,39,Non-Binary,Middle,18.82,37.75
519,Sweet & Sour Pork,54.25,40.09,26,Non-Binary,Middle,14.159999999999997,26.1
520,Fried Rice,41.35,41.94,36,Male,Middle,-0.5899999999999963,-1.43
521,Dim Sum,34.02,15.5,46,Non-Binary,Low,18.520000000000003,54.44
522,Noodles,34.37,13.95,55,Non-Binary,Middle,20.419999999999998,59.41
523,Noodles,26.39,38.04,18,Non-Binary,Middle,-11.649999999999999,-44.15
524,Fried Rice,69.42,10.97,49,Non-Binary,Low,58.45,84.2
525,Kung Pao Chicken,15.92,15.6,31,Male,Middle,0.3200000000000003,2.01
526,Fried Rice,57.6,36.76,54,Non-Binary,Low,20.840000000000003,36.18
527,Fried Rice,26.51,39.93,34,Female,Low,-13.419999999999998,-50.62
528,Hot Pot,61.45,12.2,61,Male,Middle,49.25,80.15
529,Sweet & Sour Pork,65.99,36.71,69,Male,Middle,29.279999999999994,44.37
530,Spring Rolls,46.69,26.27,65,Female,Low,20.419999999999998,43.74
531,Hot Pot,59.83,37.72,43,Male,High,22.11,36.95
532,Kung Pao Chicken,61.42,9.78,41,Female,Middle,51.64,84.08
533,Hot Pot,27.98,7.4,41,Male,Low,20.58,73.55
534,Fried Rice,13.72,38.22,39,Male,Middle,-24.5,-178.57
535,Kung Pao Chicken,67.56,21.32,21,Female,Middle,46.24,68.44
536,Dim Sum,53.76,9.17,52,Female,High,44.589999999999996,82.94
537,Noodles,62.12,35.6,64,Female,Low,26.519999999999996,42.69
538,Noodles,8.51,40.43,49,Male,Middle,-31.92,-375.09
539,Dim Sum,56.03,35.31,21,Female,Middle,20.72,36.98
540,Fried Rice,56.05,6.5,38,Non-Binary,Middle,49.55,88.4
541,Dim Sum,54.01,26.6,35,Male,Low,27.409999999999997,50.75
542,Dim Sum,69.7,32.69,67,Male,High,37.010000000000005,53.1
543,Dim Sum,65.46,8.06,18,Female,Middle,57.39999999999999,87.69
544,Noodles,63.15,43.0,55,Non-Binary,Middle,20.15,31.91
545,Fried Rice,30.56,12.17,60,Male,Low,18.39,60.18
546,Noodles,18.84,30.85,44,Female,High,-12.010000000000002,-63.75
547,Hot Pot,35.66,17.88,39,Male,Middle,17.779999999999998,49.86
548,Hot Pot,8.9,43.38,36,Female,Low,-34.480000000000004,-387.42
549,Dim Sum,45.81,24.32,45,Non-Binary,Low,21.490000000000002,46.91
550,Fried Rice,28.43,37.35,56,Non-Binary,High,-8.920000000000002,-31.38
551,Fried Rice,8.34,3.96,44,Non-Binary,High,4.38,52.52
552,Spring Rolls,66.41,27.47,58,Male,Low,38.94,58.64
553,Dim Sum,34.13,16.15,27,Non-Binary,High,17.980000000000004,52.68
554,Dim Sum,61.4,29.55,31,Female,Middle,31.849999999999998,51.87
555,Spring Rolls,42.12,19.42,43,Male,Low,22.699999999999996,53.89
556,Dim Sum,31.68,18.83,62,Non-Binary,Middle,12.850000000000001,40.56
557,Noodles,21.42,22.45,68,Female,Middle,-1.0299999999999976,-4.81
558,Sweet & Sour Pork,52.53,22.89,62,Male,Middle,29.64,56.42
559,Noodles,20.22,34.44,56,Male,Middle,-14.219999999999999,-70.33
560,Sweet & Sour Pork,66.0,35.2,69,Female,High,30.799999999999997,46.67
561,Sweet & Sour Pork,59.68,12.84,20,Male,Low,46.84,78.49
562,Hot Pot,41.97,41.4,19,Non-Binary,Middle,0.5700000000000003,1.36
563,Noodles,53.24,42.26,28,Non-Binary,High,10.980000000000004,20.62
564,Kung Pao Chicken,22.33,30.38,37,Non-Binary,High,-8.05,-36.05
565,Fried Rice,38.54,44.78,55,Non-Binary,High,-6.240000000000002,-16.19
566,Dim Sum,54.12,11.19,19,Male,Middle,42.93,79.32
567,Spring Rolls,24.42,43.41,26,Female,Middle,-18.989999999999995,-77.76
568,Spring Rolls,32.47,20.64,58,Female,Middle,11.829999999999998,36.43
569,Dim Sum,66.61,8.23,36,Non-Binary,Middle,58.379999999999995,87.64
570,Noodles,35.17,21.3,45,Non-Binary,High,13.870000000000001,39.44
571,Noodles,15.37,36.4,27,Male,Low,-21.03,-136.82
572,Noodles,29.1,27.9,41,Male,Low,1.2000000000000028,4.12
573,Hot Pot,21.53,44.26,51,Female,High,-22.729999999999997,-105.57
574,Hot Pot,8.09,27.26,27,Female,Low,-19.17,-236.96
575,Kung Pao Chicken,67.62,32.4,60,Female,Middle,35.220000000000006,52.09
576,Noodles,33.55,37.28,41,Male,Middle,-3.730000000000004,-11.12
577,Sweet & Sour Pork,36.12,31.48,59,Male,Low,4.639999999999997,12.85
578,Fried Rice,10.31,14.39,28,Non-Binary,High,-4.08,-39.57
579,Spring Rolls,30.42,27.71,32,Male,Middle,2.710000000000001,8.91
580,Hot Pot,13.74,42.02,19,Male,Low,-28.28,-205.82
581,Sweet & Sour Pork,11.74,17.76,33,Non-Binary,Middle,-6.020000000000001,-51.28
582,Sweet & Sour Pork,42.63,14.42,26,Male,High,28.21,66.17
583,Fried Rice,63.83,4.22,48,Male,High,59.61,93.39
584,Sweet & Sour Pork,23.66,6.33,56,Female,Low,17.33,73.25
585,Sweet & Sour Pork,40.9,11.2,26,Male,Middle,29.7,72.62
586,Noodles,34.29,5.18,32,Female,Middle,29.11,84.89
587,Kung Pao Chicken,47.13,24.24,22,Female,Middle,22.890000000000004,48.57
588,Fried Rice,65.03,31.38,66,Male,Low,33.650000000000006,51.75
589,Kung Pao Chicken,17.57,19.42,61,Non-Binary,Middle,-1.8500000000000014,-10.53
590,Hot Pot,45.33,32.84,64,Female,Middle,12.489999999999995,27.55
591,Hot Pot,62.28,36.24,51,Female,Middle,26.04,41.81
592,Fried Rice,44.73,9.38,39,Female,Low,35.349999999999994,79.03
593,Dim Sum,28.32,30.96,46,Non-Binary,Middle,-2.6400000000000006,-9.32
594,Dim Sum,12.08,7.23,54,Non-Binary,Middle,4.85,40.15
595,Kung Pao Chicken,41.46,19.41,25,Male,Middle,22.05,53.18
596,Dim Sum,40.08,35.48,58,Male,Low,4.600000000000001,11.48
597,Kung Pao Chicken,32.32,17.76,30,Female,Middle,14.559999999999999,45.05
598,Fried Rice,29.15,16.94,55,Female,Middle,12.209999999999997,41.89
599,Spring Rolls,12.97,18.64,33,Male,Middle,-5.67,-43.72
600,Spring Rolls,29.68,42.21,34,Female,Middle,-12.530000000000001,-42.22
601,Noodles,42.74,30.68,65,Male,High,12.060000000000002,28.22
602,Hot Pot,67.26,31.09,48,Female,Low,36.17,53.78
603,Fried Rice,59.99,36.52,44,Male,Low,23.47,39.12
604,Sweet & Sour Pork,28.75,33.73,32,Male,Low,-4.979999999999997,-17.32
605,Noodles,60.76,32.41,55,Non-Binary,Middle,28.35,46.66
606,Dim Sum,34.59,28.57,65,Non-Binary,High,6.020000000000003,17.4
607,Hot Pot,27.18,12.6,51,Male,Middle,14.58,53.64
608,Fried Rice,37.42,38.54,31,Non-Binary,Middle,-1.1199999999999974,-2.99
609,Fried Rice,29.12,8.07,26,Female,High,21.05,72.29
610,Kung Pao Chicken,26.86,36.37,48,Male,Middle,-9.509999999999998,-35.41
611,Kung Pao Chicken,58.44,8.85,62,Male,Low,49.589999999999996,84.86
612,Sweet & Sour Pork,43.61,22.53,54,Female,Low,21.08,48.34
613,Dim Sum,68.35,9.24,24,Male,Low,59.10999999999999,86.48
614,Fried Rice,48.76,34.94,30,Male,Middle,13.82,28.34
615,Fried Rice,68.21,30.37,62,Non-Binary,High,37.83999999999999,55.48
616,Sweet & Sour Pork,40.73,41.12,48,Female,Middle,-0.39000000000000057,-0.96
617,Noodles,43.34,15.4,30,Male,Middle,27.940000000000005,64.47
618,Fried Rice,69.39,27.06,23,Non-Binary,Low,42.33,61.0
619,Dim Sum,61.85,13.01,66,Non-Binary,Middle,48.84,78.97
620,Dim Sum,26.53,21.44,60,Non-Binary,High,5.09,19.19
621,Sweet & Sour Pork,31.56,26.64,35,Male,High,4.919999999999998,15.59
622,Kung Pao Chicken,55.57,43.39,28,Male,Middle,12.18,21.92
623,Noodles,41.06,6.73,28,Non-Binary,Middle,34.33,83.61
624,Hot Pot,10.46,16.99,29,Non-Binary,Middle,-6.529999999999998,-62.43
625,Noodles,68.92,8.35,47,Male,Middle,60.57,87.88
626,Fried Rice,39.89,17.27,48,Female,Middle,22.62,56.71
627,Fried Rice,21.73,3.4,42,Female,Low,18.330000000000002,84.35
628,Noodles,50.91,9.46,57,Male,Low,41.449999999999996,81.42
629,Spring Rolls,58.28,44.26,41,Male,Low,14.020000000000003,24.06
630,Noodles,29.46,8.1,36,Non-Binary,Middle,21.36,72.51
631,Kung Pao Chicken,52.06,4.07,25,Male,Middle,47.99,92.18
632,Kung Pao Chicken,24.46,23.27,34,Non-Binary,Middle,1.1900000000000013,4.87
633,Dim Sum,57.56,40.46,66,Male,Low,17.1,29.71
634,Sweet & Sour Pork,37.16,21.56,42,Female,Middle,15.599999999999998,41.98
635,Hot Pot,26.8,40.43,47,Female,Low,-13.629999999999999,-50.86
636,Fried Rice,8.83,25.14,35,Male,Low,-16.310000000000002,-184.71
637,Fried Rice,29.1,16.76,35,Male,Low,12.34,42.41
638,Dim Sum,12.81,36.93,39,Non-Binary,Low,-24.119999999999997,-188.29
639,Dim Sum,31.66,16.6,39,Non-Binary,Middle,15.059999999999999,47.57
640,Dim Sum,43.51,4.46,66,Female,High,39.05,89.75
641,Sweet & Sour Pork,51.44,19.58,50,Male,Middle,31.86,61.94
642,Hot Pot,32.18,12.43,27,Male,High,19.75,61.37
643,Hot Pot,45.14,6.7,43,Female,Middle,38.44,85.16
644,Hot Pot,38.42,11.87,67,Female,Low,26.550000000000004,69.1
645,Sweet & Sour Pork,55.52,6.51,51,Non-Binary,Low,49.010000000000005,88.27
646,Sweet & Sour Pork,44.44,14.06,52,Female,Middle,30.379999999999995,68.36
647,Noodles,35.15,25.97,19,Female,High,9.18,26.12
648,Spring Rolls,47.59,30.43,21,Male,High,17.160000000000004,36.06
649,Spring Rolls,26.04,41.11,41,Non-Binary,High,-15.07,-57.87
650,Fried Rice,64.35,7.38,32,Male,Middle,56.96999999999999,88.53
651,Dim Sum,64.01,13.49,23,Female,High,50.52,78.93
652,Hot Pot,22.47,20.35,46,Male,Middle,2.1199999999999974,9.43
653,Sweet & Sour Pork,51.78,42.13,62,Male,Low,9.649999999999999,18.64
654,Sweet & Sour Pork,16.11,14.31,32,Non-Binary,Middle,1.799999999999999,11.17
655,Hot Pot,47.46,23.24,68,Female,Low,24.220000000000002,51.03
656,Fried Rice,69.8,12.15,25,Non-Binary,Low,57.65,82.59
657,Kung Pao Chicken,49.36,43.84,66,Male,High,5.519999999999996,11.18
658,Noodles,40.61,30.51,69,Female,High,10.099999999999998,24.87
659,Sweet & Sour Pork,29.37,24.08,29,Female,Middle,5.290000000000003,18.01
660,Hot Pot,69.45,19.97,35,Male,Middle,49.480000000000004,71.25
661,Sweet & Sour Pork,31.42,40.32,43,Non-Binary,Middle,-8.899999999999999,-28.33
662,Sweet & Sour Pork,31.77,44.83,61,Non-Binary,Middle,-13.059999999999999,-41.11
663,Hot Pot,38.94,33.59,47,Non-Binary,Middle,5.349999999999994,13.74
664,Noodles,55.11,27.63,21,Non-Binary,Middle,27.48,49.86
665,Sweet & Sour Pork,14.64,42.84,28,Male,Middle,-28.200000000000003,-192.62
666,Sweet & Sour Pork,24.67,44.01,22,Female,Middle,-19.339999999999996,-78.39
667,Fried Rice,43.84,8.2,40,Male,Low,35.64,81.3
668,Spring Rolls,19.63,39.6,58,Female,High,-19.970000000000002,-101.73
669,Fried Rice,40.72,34.13,36,Non-Binary,Middle,6.589999999999996,16.18
670,Spring Rolls,48.11,36.16,33,Male,Middle,11.950000000000003,24.84
671,Hot Pot,22.8,26.25,68,Male,Middle,-3.4499999999999993,-15.13
672,Sweet & Sour Pork,24.98,43.35,42,Female,Low,-18.37,-73.54
673,Hot Pot,48.26,29.97,66,Female,Low,18.29,37.9
674,Hot Pot,34.74,26.39,61,Female,High,8.350000000000001,24.04
675,Noodles,31.21,37.33,47,Non-Binary,High,-6.119999999999997,-19.61
676,Fried Rice,65.59,5.26,69,Male,Low,60.330000000000005,91.98
677,Hot Pot,46.72,19.04,61,Female,Low,27.68,59.25
678,Noodles,21.72,34.89,44,Male,High,-13.170000000000002,-60.64
679,Noodles,21.59,4.99,35,Female,High,16.6,76.89
680,Noodles,44.75,14.67,54,Male,Low,30.08,67.22
681,Sweet & Sour Pork,43.44,23.74,38,Male,Middle,19.7,45.35
682,Noodles,18.86,35.53,49,Female,High,-16.67,-88.39
683,Fried Rice,14.38,31.33,18,Male,Middle,-16.949999999999996,-117.87
684,Noodles,26.12,36.52,57,Male,Middle,-10.400000000000002,-39.82
685,Hot Pot,64.37,44.4,37,Male,Middle,19.970000000000006,31.02
686,Kung Pao Chicken,57.09,28.96,56,Female,Middle,28.130000000000003,49.27
687,Dim Sum,63.77,30.38,26,Non-Binary,High,33.39,52.36
688,Spring Rolls,49.09,13.78,58,Non-Binary,Middle,35.31,71.93
689,Kung Pao Chicken,58.25,39.14,39,Female,Middle,19.11,32.81
690,Hot Pot,68.61,3.34,19,Male,High,65.27,95.13
691,Hot Pot,57.01,31.22,67,Non-Binary,Low,25.79,45.24
692,Fried Rice,23.99,5.55,41,Non-Binary,Low,18.439999999999998,76.87
693,Hot Pot,11.62,27.45,22,Male,Low,-15.83,-136.23
694,Fried Rice,57.01,37.23,57,Male,Low,19.78,34.7
695,Fried Rice,66.78,43.02,42,Female,Middle,23.759999999999998,35.58
696,Kung Pao Chicken,27.84,16.44,23,Male,Low,11.399999999999999,40.95
697,Spring Rolls,47.6,34.54,29,Female,Low,13.060000000000002,27.44
698,Kung Pao Chicken,21.69,5.3,58,Non-Binary,Middle,16.39,75.56
699,Spring Rolls,47.43,38.46,57,Female,Middle,8.969999999999999,18.91
700,Hot Pot,12.42,42.76,34,Male,High,-30.339999999999996,-244.28
701,Hot Pot,16.02,40.25,46,Female,Low,-24.23,-151.25
702,Kung Pao Chicken,59.39,31.65,48,Male,Middle,27.740000000000002,46.71
703,Hot Pot,46.16,24.91,50,Female,Middle,21.249999999999996,46.04
704,Hot Pot,52.6,15.27,59,Male,Middle,37.33,70.97
705,Kung Pao Chicken,30.96,14.17,32,Male,Middle,16.79,54.23
706,Dim Sum,61.71,12.71,63,Female,Low,49.0,79.4
707,Spring Rolls,26.39,14.82,67,Male,Low,11.57,43.84
708,Sweet & Sour Pork,16.51,22.93,43,Female,Middle,-6.419999999999998,-38.89
709,Fried Rice,18.2,34.69,53,Male,Low,-16.49,-90.6
710,Dim Sum,16.7,33.86,27,Male,Middle,-17.16,-102.75
711,Kung Pao Chicken,51.31,36.68,30,Non-Binary,Middle,14.630000000000003,28.51
